record_id,source,pmid,doi,year,title,journal,authors,publication_types,title_abstract_decision,title_abstract_reason,abstract,pubmed_url
PUBMED-0210,PubMed,21226359,,2010,[Surgical treatment of spinal tuberculosis associated with diabetes mellitus].,Zhongguo xiu fu chong jian wai ke za zhi = Zhongguo xiufu chongjian waike zazhi = Chinese journal of reparative and reconstructive surgery,Xue Haibin; Ma Yuanzheng; Wang Liang; Chen Xing; Li Hongwei,English Abstract; Journal Article,include,符合首轮筛选,"OBJECTIVE: To investigate the perioperative management and the results of surgical treatment of spinal tuberculosis associated with diabetes mellitus. METHODS: The clinical data were analysed retrospectively from 42 patients with spinal tuberculosis associated with type 2 diabetes mellitus who were surgically treated between July 2001 and January 2009. There were 22 males and 20 females with an average age of 56.5 years (range, 41-78 years). The disease duration was 4-18 months (mean, 7.5 months). The involved vertebrae included 2 cervical vertebrae, 13 thoracic vertebrae, 17 thoracolumbar vertebrae, and 10 lumbar vertebrae. Of them, 18 patients complicated by paraplegia, and 25 patients had more than one of concomitant diseases. Anterior debridement and bony grafting with anterior instrumentation fixation were performed in 16 patients; anterior debridement and bony grafting with posterior instrumentation fixation in 4 patients; posterolateral costotransversectomy debridement and interbody fusion with posterior instrumentation fixation in 8 patients; posterior debridement and bony grafting with posterior fixation in 7 patients; sinus resectomy and focus debridement in 2 patients; anterior debridement and bony grafting in 3 patients; and CT guided percutaneous catheter drainage in 2 patients. Postoperative anti-tuberculosis treatment was given for 12-24 months. RESULTS: The patients were followed up 1.5-5.0 years, with a mean period of 3.5 years. One patient died of pulmonary infection after 1 week of operation; 1 patient died of myocardial infarction after 2 years of operation; and other patients survived without tuberculosis recurrence. Among 38 patients who received bony grafting, 34 patients achieved bony fusion, 3 suffered bony grafting failure without kyphotic deformity or instability except 1 patient who died from pulmonary infection. Among 18 cases complicated by paraplegia, nerve function improved to a certain extent. The intraoperative and postoperative complications occurred in 28 cases. The systemic complications mainly included heart insufficiency in 5, heart arrhythmia in 3, pulmonary infection in 2, urinary tract infection in 2, and stree ulcer in 1; they were cured after medical treatment. The local complications mainly included sinus tract formation in 5, pleural tear in 2, neurologic injury in 2, intraoperative tear of inferior vena cava in 2, and the loosening of transpedicular screws in 4; they all were cured effectively. CONCLUSION: Surgical treatment of spinal tuberculosis associated with diabetes mellitus appears to be a beneficial procedure on the condition that the blood glucose is controlled and the associated disorders and postoperative complications are properly handled, and reasonably selection of surgical procedures is very important. Instrumentation fixation provides adequate stability to allow early mobilization.",https://pubmed.ncbi.nlm.nih.gov/21226359/
PUBMED-0211,PubMed,21167445,10.1016/j.pneumo.2009.10.007,2010,[Huge dorsolumbar cold abscess associated with Pott's disease].,Revue de pneumologie clinique,Rakotoson J L; Rakotomizao J R; Andrianarisoa A C F,Case Reports; English Abstract; Journal Article,exclude,病例报告,"Pott's disease, or tuberculosis of the spine, is the most common osteoarticular tuberculosis. Among them, dorsolumbar impairment is predominant. The authors report the case of a patient with a huge cold lumbar abscess associated with Pott's disease. The patient is a 32-year-old man presenting dorsolumbar tumefaction associated with an alteration in his general condition and fever for three months. Treatment by ""traditional healers"" did not provide any improvement. He consulted for mild lumbar pain triggered by fatigue appearing one week before and after the failure of the traditional practitioner. The clinical examination found a temperature of 38.5°C, cachexia, mild lumber kyphosis and impressive, soft, painless and non inflammatory dorsolumbar bruised tumefaction, 40 cm high, 15 cm wide and 7 cm deep. He did not present any neurological signs. The dorsolumbar X-ray of the spine revealed a lesion associated with Pott's disease in the first and second lumbar vertebrae with pinching of the disc, punched-out lesions and osteocondensation. The ultrasound examination of the soft tissue revealed the presence of a laterovertebral collection of fluid diffusing in the subcutaneous region. The psoas major and the paravertebral muscles were not affected. A scan or MRI of the spine was not carried out. Examination of the tissue sample and drainage of the abscess confirmed the tubercular origin. Treatment with tuberculostatic drugs for 12 months associated with immobilisation resulted in a cure with sequelae of mild kyphoscoliosis vertebral statics.",https://pubmed.ncbi.nlm.nih.gov/21167445/
PUBMED-0212,PubMed,21053886,10.3928/01477447-20100924-10,2010,One-stage posterior approach and combined interbody and posterior fusion for thoracolumbar spinal tuberculosis with kyphosis in children.,Orthopedics,Zhang Hong-Qi; Wang Yu-Xiang; Guo Chao-Feng; Liu Jin-Yang; Wu Jian-Huang; Chen Jing; Guo Dai; Tang Ming-Xing,"Journal Article; Research Support, Non-U.S. Gov't",include,符合首轮筛选,"The goal of this study was to determine the efficacy and feasibility of surgical management of advanced thoracolumbar spine tuberculosis with kyphosis in children in poor general condition with 1-stage posterior decompression, interbody grafts, and posterior instrumentation and fusion. Between 2006 and 2008, 7 children with advanced thoracolumbar spinal tuberculosis accompanied by kyphosis and in poor general condition were treated with 1-stage posterior decompression, interbody grafts, and posterior instrumentation and fusion followed by chemotherapy. Mean follow-up was 34 months (range, 27-42 months). Patients were evaluated pre- and postoperatively for erythrocyte sedimentation rate (ESR), neurological status, pain, spinal canal compromise, and kyphotic angle. Spinal tuberculosis was completely cured and the grafted bones fused in all 7 patients. There was no recurrence of the disease in any patient at final follow-up. In all patients, ESR was normal within 3 months, Frankel neurological classification improved, and pain relief was obtained. Average canal compromise was 52.57% (range, 35%-75%) preoperatively and 9.86% (range, 0%-19%) postoperatively. Average preoperative kyphosis was 37.9°, which decreased to 5.4° postoperatively. There was no significant loss of correction at last follow-up. Our results show that 1-stage posterior decompression, interbody grafts, and posterior instrumentation and fusion followed by chemotherapy is an alternative treatment for children with advanced thoracolumbar spinal tuberculosis and in poor general condition.",https://pubmed.ncbi.nlm.nih.gov/21053886/
PUBMED-0213,PubMed,20979902,,2010,[Surgical treatment of previously treated thoracic and thoracolumbar spinal tuberculosis].,Zhonghua yi xue za zhi,Yu Fang-yuan; Ma Yuan-zheng; Chen Xing; Li Hong-wei,English Abstract; Journal Article,include,符合首轮筛选,"OBJECTIVE: To explore the surgical measurements and principles in the treatment of thoracic and thoracolumbar spinal tuberculosis. METHODS: A total of 232 cases of previously treated thoracic or thoracolumbar spinal tuberculosis in recent 7 years were retrospective analyzed. Preoperative assessments were as follows: Cobb angles of kyphosis: < 30° (n = 65), 30 - 60° (n = 147) and > 60° (n = 20); Frankel B (n = 13), C (n = 12), D (n = 41) and E (n = 166). Forty-eight cases were performed with one-stage transpedicular screw system and anterolateral debridement by single incision, 184 cases with one-stage anterior approach (debridement, fusion and plate-screw fixation) routinely. The tissues and liquor paris debrided from focus were sent for pathology, Bacillus tuberculosis detection and culture, and drug sensitivity test. The patients were given anti-tuberculosis therapy according to the results of drug sensitivity test for 1 - 1.5 years. The follow-up parameters included relapse rate, fusion of bone graft, the status of neurological restoring and kyphosis correction. RESULTS: All 232 cases recovered from perioperation and 230 cases achieved primary wound healing. Two cases undergoing single incision one-stage posterior instrumentation and anterolateral debridement were complicated with wound healing and sinus formation. There was delayed healed by changing dressings. The complications included intercostals neuralgia (n = 135) and pneumothorax or hydrothorax requiring no special measure (n = 13). The follow-up period ranged from 1.0 to 4.5 years old (mean: 2.6). There was no recurrence within the follow-up period and bone union was found in all cases. All 66 cases with neurological deficits recovered partially or totally. Kyphosis correction was achieved by 27.5° on average postoperatively and showed a mild loss of 4.2° on average during the follow-up period. All cases were confirmed pathologically as Bacillus tuberculosis infection. Bacillus tuberculosis was detected and cultured successfully in 107 cases (46.1%). Forty strains (37.4%) were drug resistant among which 8 strains (7.5%) was multi-drug resistant. CONCLUSION: For the patients with thoracic and thoracolumbar spinal tuberculosis, directional chemotherapy, one-stage anterior approach with thorough debridement, auto-rib or Ti-mesh fusion and plate-screw fixation may be the first-line therapy.",https://pubmed.ncbi.nlm.nih.gov/20979902/
PUBMED-0214,PubMed,20963713,10.5137/1019-5149.JTN.1112-08.6,2010,Syringomyelia and intradural extramedullary tuberculoma of the spinal cord as a late complication of tuberculous meningitis.,Turkish neurosurgery,Gul Sanser; Celebı Guven; Kalayci Murat; Acikgoz Bektas,Case Reports; Journal Article,exclude,病例报告,"Intradural extramedullary (IDEM) tuberculomas account for only 1% of all spinal tuberculomas. Concurrent IDEM tuberculoma and syringomyelia arising as a complication of tuberculous meningitis (TM) is extremely rare and only two cases have been reported to date. There is yet no report in the literature describing syringomyelia presenting as a delayed complication of IDEM tuberculoma. Here we present such a case. A 21 year-old male patient underwent partial decompression for thoracolumbar IDEM tuberculoma as a late complication of tuberculous meningitis. Spinal magnetic resonance imaging (MRI) of the patient suffering from progression of paraparesia six months after the operation revealed a syringomyelia occupying the space from T1 to T9, remote from the operation site, and syringo-peritoneal shunt placement was performed.",https://pubmed.ncbi.nlm.nih.gov/20963713/
PUBMED-0215,PubMed,20795471,,2009,Minimal invasive anterior decompression in tuberculosis of thoracolumbar junction of the spine--experience with SynFrame.,JNMA; journal of the Nepal Medical Association,Karn N K; Rao B S; Prabhakar M M,Journal Article,include,符合首轮筛选,"INTRODUCTION: This study assesses the role of new retractor system SynFrame for anterior decompression of tuberculosis of thoracolumbar junction of the spine. METHODS: This study includes five consecutive patients with tuberculosis of thoracolumbar junction treated with minimal invasive anterior decompression using a new table mounted retractor system SynFrame (Stratec Medical, Switzerland). The thoracolumbar junction was approached by a left sided thoracotomy. Short construct pedicle screw stabilization was done in all cases before decompression. The anterior column was reconstructed using expandable cage (n=3) and autologous tricortical graft (n=2). RESULTS: The mean operating time was 100 minutes (range 90-120). Mean overall blood loss was 400 ml. No operation had to change into an open procedure. There were neither intra nor postoperative complications related to minimal access in particular, nor visceral/vascular complications. CONCLUSIONS: The ring retractor system allows minimal open surgery to the spine by carrying different devices as well as endoscope, providing an excellent visualization of the operating field, and is safe and easy to use. The only disadvantage is its high cost.",https://pubmed.ncbi.nlm.nih.gov/20795471/
PUBMED-0216,PubMed,20725753,10.1007/s00586-010-1528-1,2011,"Expert's comment concerning Grand Rounds case entitled ""Closing-opening wedge osteotomy for severe, rigid thoraco-lumbar post-tubercular kyphosis"" (by S. Rajasekaran, P. Rishimugesh Kanna and Ajoy Prasad Shetty).","European spine journal : official publication of the European Spine Society, the European Spinal Deformity Society, and the European Section of the Cervical Spine Research Society",Luk Keith D K,Comment; Editorial,include,符合首轮筛选,Prevention or correction of severe kyphotic deformity in addition to eradication of the infective focus has become the modern standard of management of tuberculosis of the spine. Circumferential excision of the kyphus is now technically feasible with the development of rigid pedicle screw fixation system and intraoperative spinal cord monitoring in the past two decades.,https://pubmed.ncbi.nlm.nih.gov/20725753/
PUBMED-0217,PubMed,20717833,10.1007/s00586-010-1526-3,2011,"Closing-opening wedge osteotomy for severe, rigid, thoracolumbar post-tubercular kyphosis.","European spine journal : official publication of the European Spine Society, the European Spinal Deformity Society, and the European Section of the Cervical Spine Research Society",Rajasekaran S; Rishi Mugesh Kanna P; Shetty Ajoy Prasad,Case Reports; Clinical Conference; Journal Article,exclude,病例报告,"Childhood spinal tuberculosis, especially when associated with severe vertebral destruction of more than two vertebral bodies can end up in severe deformity. These children show progressive deformity throughout the period of growth and can develop severe kyphosis of >100°. Such kyphosis is severely disabling with significant risk of neurological deficit and respiratory compromise. Surgical correction of these deformities by both anterior and posterior approaches has been described but each have serious limitations of approach, correctability and safety. We describe here a technique of posterior closing-anterior opening osteotomy, which allowed us to correct a rigid post-tubercular deformity of 118° in a 13-year-old boy with neglected spinal tuberculosis. The patient was a 13-year-old boy, who had contracted spinal tuberculosis at the age of 6 years. Although the disease was cured by anti-tubercular chemotherapy, he continued to deteriorate in deformity and presented to us with severe thoracolumbar kyphosis (118°). He was neurologically intact but was beginning to show shortness of breath on exertion. Patient also had fore shortening of the trunk with impingement of the rib cage on the iliac crest. Radiographs revealed complete destruction of T12, L1 and L2 vertebral bodies with the T11 vertebra fusing with L3 anteriorly. CT scans and MRI revealed severe collapse of the vertebral column and the spinal cord being stretched over the 'internal gibbus', which was formed by the remnants of the destroyed vertebrae. A single stage closing-opening osteotomy was done by a midline posterior approach with continuous intraoperative spinal cord monitoring. The procedure involved extensive laminectomy of T11-L2, pedicle screw fixation of three levels above and three levels below the apex, a wedge osteotomy at the apex of the deformity from both sides, anterior column reconstruction by appropriate-sized titanium cage and gradual correction of deformity by closing the posterior column using the cage as a fulcrum. This allowed us to achieve a correction to 38° (68% correction). There was no intraoperative or perioperative adverse event and patient had good functional and radiological outcome at 1-year follow-up. In this Grand Rounds case presentation, we have also discussed the aetiology and evolution of severe post-tubercular kyphosis, which is the most common cause of spinal deformity in the developing world. Early identification of children at risk for severe deformity, the time and ideal methods of prevention of such deformities are discussed. The pros and cons of the available options of surgical correction of established deformity and the merits of our surgical technique are discussed.",https://pubmed.ncbi.nlm.nih.gov/20717833/
PUBMED-0218,PubMed,20701117,,2010,[Surgical treatment of thoracic and thoracolumbar spinal tuberculosis].,Zhongguo gu shang = China journal of orthopaedics and traumatology,Yu Fang-Yuan; Ma Yuan-Zheng; Li Hong-Wei; Chen Xing,Clinical Trial; English Abstract; Journal Article,include,符合首轮筛选,"OBJECTIVE: To explore the surgical measurements and principles in the treatment of thoracic and thoracolumbar spinal tuberculosis. METHODS: From 2001 to 2008, 232 cases of thoracic or thoracolumbar spinal tuberculosis were treated by operations in the study, including 148 males and 84 females with an average age of 37.8 years ranging from 20 to 76 years. Preoperative assessment displayed as follow: Cobb angles of kyphosis < 30 degrees in 65 cases, 30 degrees to 60 degrees in 147 cases, > 60 degrees in 20 cases; Frankel B grade in 13 cases, C in 12 cases, D in 41 cases, E in 166 cases. Among them, 48 cases were performed with one-stage transpedicular screw system and anterolateral debridement by single incision, 184 cases with one-stage anterior approach (debridement, fusion, and plate-screw fixation) routinely. The tissues and liquor puris debrided from focus were sent for pathological examination, Bacillus tuberculosis detection and culture, and drug sensitivity test. The patients were given anti-tuberculosis therapy according the results of drug sensitivity test for 1 to 1.5 years. The followed-up included relapse rate, fusion of the bone graft, the status of neurological restoring, kyphosis correction etc. RESULTS: All 232 cases recovered from perioperation and 230 cases got primary wound healing, only 2 cases performed with single incision one-stage posterior instrumentation and anterolateral debridement got complications of wound healing problems and the sinus formation,which delayed healed by changing dressings. The complications included intercostals neuralgia in 135 cases and pneumothorax or hydrothorax in 13 cases, which needed not special handling. All the patients in this series got the followed-up ranging from 1.0 to 4.5 years (means 2.6 years). No recurrence within followed-up period and bone union was found in all cases. All 66 cases with the neurological deficits recovered partially or totally. Kyphosis correction were achieved by 27.5 degrees on average postoperatively and showed a mild loss of 4.2 degrees on average during followed-up period. All cases were confirmed with Bacillus tuberculosis infection by pathology. Bacillus tuberculosis was detected and culture successfully in 107 cases (46.1%), 40 strains (37.4%) were drug resistant and in which 8 strains (7.5%) were multi-drug resistant. CONCLUSION: For the treatment of thoracic and thoracolumbar spinal tuberculosis, the best treatment include directional chemotherapy, one-stage anterior approach with thorough debridement, auto-rib or Ti-mesh fusion, and plate-screw fixation.",https://pubmed.ncbi.nlm.nih.gov/20701117/
PUBMED-0219,PubMed,20596734,10.1007/s00586-010-1506-7,2011,Spontaneous cord transection due to invasive aspergillus spondylitis in an immunocompetent child.,"European spine journal : official publication of the European Spine Society, the European Spinal Deformity Society, and the European Section of the Cervical Spine Research Society",Karthik K; Shetty Ajoy Prasad; Rajasekaran S,Case Reports; Journal Article,exclude,病例报告,"Invasive spinal aspergillosis in an immunocompetent child is rare and often there is a considerable delay in diagnosis. A 13-year-old male child treated medically as tuberculosis of spine elsewhere for 1 year, came with complete paraplegia, dorsolumbar kyphosis and intermittently discharging sinus in the back. The child was taken up for surgical decompression and stabilization. Intraoperatively black granulomatous material was noted inside the canal extending anteriorly towards the vertebral body. There was complete cord transection with severe vertebral destruction and osteoporosis. The pathology and microbiology confirmed aspergillosis and the child was started on antifungal treatment. At further follow up, the infection was found to spread to the lung and caused further vertebral destruction. A change in the antifungal medication controlled further spread but failed to eradicate the infection at 2-year follow-up. In this patient, the delay led to extensive vertebral destruction with spine deformity and spontaneous cord transection. Retrospective review of the clinical and radiological findings suggests that this complication could have been prevented if these findings were carefully interpreted. In this era of transplantation and increase in use of immunosuppressive drugs the authors suggests having fungal infection as a differential diagnosis for infections of the spine.",https://pubmed.ncbi.nlm.nih.gov/20596734/
PUBMED-0220,PubMed,20589519,10.1007/s00586-010-1481-z,2010,The results of simultaneous posterior-anterior-posterior surgery in multilevel tuberculosis spondylitis associated with severe kyphosis.,"European spine journal : official publication of the European Spine Society, the European Spinal Deformity Society, and the European Section of the Cervical Spine Research Society",Erturer Erden; Tezer Mehmet; Aydogan Mehmet; Mirzanlı Cunety; Ozturk Irfan,Journal Article,include,符合首轮筛选,"We retrospectively studied the cases with tuberculous spondylitis of thoracolumbar region with two or more levels of involvement that underwent posterior instrumentation and fusion and anterior fusion with titanium mesh following anterior decompression using simultaneous successive posterior-anterior-posterior surgery. Among all patients with tuberculous spondylitis accompanied by medium or severe kyphosis, 20 patients who underwent simultaneous successive decompression, fusion and instrumentation with posterior-anterior-posterior surgery between 1999 and 2004 were included in the study. Patients were evaluated for fusion formation and neurological and functional status. Kyphosis angles were measured at early and long-term follow-up. Antituberculosis chemotherapy was initiated in all patients and continued for 9 months; initially as quadruple therapy for 3 months, and then as triple therapy. Average follow-up period was 52.7 months (range 37-94). Solid fusion was achieved in all patients. All patients returned to their previous occupation; 75% (15 subjects) with mild pain or no pain and 15% (3 subjects) with major limitations. There were 11 patients with neurological deficit, 9 of these achieved complete neurological recoveries. Regarding kyphosis angle, an average 35.1° correction (84.8%) was obtained in postoperative period (p < 0.001) and there was no significant correction loss during the follow-up period (p < 0.05). There were no grafts or instrumentation-related stabilization problems. In subjects with tuberculous spondylitis with involvements at two or more levels accompanied by medium and severe kyphosis, decompression, fusion and instrumentation by simultaneous successive posterior-anterior-posterior surgery is an effective and safe management method for effective kyphosis correction with high fusion rates.",https://pubmed.ncbi.nlm.nih.gov/20589519/
PUBMED-0221,PubMed,20509287,,2010,[Spinal tuberculosis or bone metastases? Case report].,Revista medico-chirurgicala a Societatii de Medici si Naturalisti din Iasi,Dima-Cozma Corina; Mitu F; Rezuş Elena; Arhire Oana; Petcu I; Grigoraş C; Banu Claudia; Cozma S,Case Reports; Journal Article,exclude,病例报告,"Tuberculosis remains one of the most important infectious disease worldwide and skeletal form has an incidence between 3% and 10%, depending on geographic area. The thoracolumbar junction is the most commonly involved in vertebral tuberculosis; some radiologic features are specifics, but other could be indistinguishable from that of lymphoma or metastases. We discuss the case of a 80-year-old man presented with a 2-month history of thoracolumbar pain, fatigability and fever. The vertebral radiography showed narrowing of the intervertebral disc space between T1 and T12, adjacent irregularity, erosion and lisis of vertebres, features visibles also on computed tomography. After the exclusion of the other causes of osteolisis, we started a standard regimen of tuberculostatic treatment and after one month of treatment the symptoms of patient improved noticeably. Other problems of diagnostic and treatment modalities of spinal tuberculosis are discussed.",https://pubmed.ncbi.nlm.nih.gov/20509287/
PUBMED-0222,PubMed,20404952,10.4184/asj.2009.3.2.80,2009,Kyphotic angle progression of thoracic and thoracolumbar tuberculous spondylitis after surgical treatment: comparison with predicted kyphosis outcome after conservative treatment.,Asian spine journal,Kwon Soon-Eok; Shin Jae-Hyuk; Na Ki-Ho; Kim Yoon-Chung; Ha Kee-Yong,Journal Article,include,符合首轮筛选,"STUDY DESIGN: Retrospective comparative study. PURPOSE: To compare the progression of the kyphotic angle (KA) in a surgically treated group with the predicted outcome of a conservatively treated group. OVERVIEW OF LITERATURE: Late onset kyphosis is a complication of tuberculous spondylitis making its prevention a major goal of surgery. METHODS: Twenty six consecutive patients underwent an anterior reconstruction and posterior instrumented fusion in conjunction with antituberculous chemotherapy. The mean follow up was 56 months (range, 28 to 112 months). The patients were divided into subgroups based on the involved region of the thoracic and the thoracolumbar spine, initial KA, and the initial vertebral body loss (VBL(x)). The predicted KA (KA(Pd)) was calculated using the formula, KA(Pd)=5.5+30.5 VBL(x), to predict the final gibbus deformity. Kyphotic angle progression (DeltaKA) based on the radiographic measurements after surgery (DeltaKA(R)), and the predicted outcome of conservative treatment (DeltaKA(P)) with chemotherapy were compared. RESULTS: Among the subgroups of the regions involved and initial KA, the DeltaKA was radiographically superior with a reduced amount of kyphogenesis in the surgery group than the predicted outcome of the conservatively treated patients (p<0.05). The radiographic DeltaKA was similar (p>0.05) with VBL(x)</=0.5 in the VBL(x) subgroup. CONCLUSIONS: These results showed that in the VBL(x) subgroup, an initial VBL(x)</=0.5 is an indication of conservative antituberculous chemotherapy without surgery.",https://pubmed.ncbi.nlm.nih.gov/20404952/
PUBMED-0223,PubMed,20214709,10.1111/j.1755-6686.2010.00137.x,2010,An atypical localisation of tuberculosis infection in patients undergoing haemodialysis: a case report.,Journal of renal care,Kayabasi Hasan; Sit Dede; Kadiroglu Ali Kemal; Yilmaz Zulfukar; Bukte Yasar,Case Reports; Journal Article,exclude,病例报告,"Spinal tuberculosis (TB) is a rare skeletal system localisation of TB in haemodialysis patients. In this paper, a case of Pott's disease with a psoas muscle abscess is reported. The patient had been on the dialysis programme for five years and was complaining of back pain, weight loss and weakness, which were investigated. A thoracolumbar magnetic resonance imaging showed multiple paravertebral abscesses invading the psoas muscle. TB diagnosis was made by microbiological analysis of specimen, which was obtained by fine needle aspiration under computerised tomography guidance.",https://pubmed.ncbi.nlm.nih.gov/20214709/
PUBMED-0224,PubMed,20135968,,2010,[Function reconstruction of anterior and middle column in thoracolumbar spinal tuberculosis by one-stage anterior radical debridement].,Zhongguo xiu fu chong jian wai ke za zhi = Zhongguo xiufu chongjian waike zazhi = Chinese journal of reparative and reconstructive surgery,Yang Xuejun; Huo Hongjun; Xiao Yulong; Fu Yu; Xing Wenhua; Zhao Yan; Feng Xiaodong,English Abstract; Journal Article,include,符合首轮筛选,"OBJECTIVE: To summarize the effect of one-stage anterior debridement of infection in function reconstruction of anterior and middle column for the treatment of thoracolumbar spinal tuberculosis. METHODS: From January 2001 to January 2007, 65 patients with thoracolumbar spinal tuberculosis were treated with one-stage anterior debridement, decompression, autogenous bone grafts and internal fixation. There were 43 males and 22 females with an average age of 40.2 years (range, 19-64 years), including 18 cases of thoracic tuberculosis (T(4-l0)), 44 cases of thoracolumbar tuberculosis (T11-L2) and 3 cases of lumbar tuberculosis (L(3-5)). The disease course was 3 months to 10 years (median 10 months). One segment was involved in 7 cases, two segments in 54 cases and three segments in 4 cases. In 14 cases with spinal cord injury, there were 5 cases of grade C and 9 cases of grade D according to Frankel classification. The kyphotic Cobb angle was 20-65 degrees (41 degrees on average). RESULTS: The operative time was 120-210 minutes (170 minutes on average), and the blood loss was 300-1500 mL (600 mL on average). Fifty-eight patients were followed up for 1-6 years (23 months on average). Abscess occurred in 2 cases at 40 days and 3 months, and healed after symptomatic management. The other incisions achieved healing by first intention. The X-ray films showed bony fusion 4-12 months (6 months on average) after operation. No tuberculosis recurred. At 12 months after operation, pain disappeared, and there were 7 cases of grade D and 7 cases of grade E according to Frankel classification. The kyphotic Cobb angle was 0-33 degrees (24 degrees on average), showing statistically significant difference (P < 0.05) when compared with preoperation. CONCLUSION: Early reconstruction of load-bearing function and stability of anterior and middle column in the treatment of spinal tuberculosis is great significant. The application of one-stage anterior surgery with debridement, decompression, autogenous bone grafts and internal fixation in the operative treatment of thoracolumbar tuberculosis is safe and effective after a rigorous anti-tuberculosis treatment.",https://pubmed.ncbi.nlm.nih.gov/20135968/
PUBMED-0225,PubMed,20112583,,2009,[Effect of surgical treatment for thoracolumbar spinal tuberculosis by anterior radical debridement with bone graft fusion and posterior pedicle screw-rods system fixation].,Zhongguo gu shang = China journal of orthopaedics and traumatology,Xu Yue-Gen; Yang Ya-Dong; Liu Shi-Liang,English Abstract; Journal Article,include,符合首轮筛选,"OBJECTIVE: To study the clinical effects of one stage surgical treatment of thoracolumbar spinal tuberculosis by anterior radical debridement with bone graft fusion and posterior pedicle screw-rods system fixation. METHODS: From February 2002 to March 2007, 21 patients who were 45.3 years old on average with thoracolumbar spinal tuberculosis, including 13 males and 8 females were underwent surgical treatment of posterior pedicle screw-rods system fixation, correction of deformities, anterior radical debridement, bone graft fusion. Among them, 3 patients had 2 involved vertebras, 17 patients had 3 involved vertebras, and 1 patient had 4 involved vertebras. The patients were all complicated with kyphosis deformity with an average Cobb angle of (28.0+/-9.7) degrees. According to the Frankel neurological function grade system, 3 cases in grade B, 5 in grade C, 1 in grade D, 12 in grade E. All the patients received antiphthisic treatment with isonicotinylhydrazide (INH), rifampicin (RFP), Ethambutol (EMB), pyrazinamide (PZA), and support therapy in preoperation. The chemotherapy was continued 9 to 12 months after operation. Neurological functions of all cases were investigated, and radiography was analyzed pre-operation and post-operation to determine the state of bony fusion and the correction of spinal kyphosis. Statistical analysis was made according to the preoperative and post-operative Cobb angle. RESULTS: The follow-up period ranged from 1 to 6 years with 2.5 years on average. All the patients had primary healing of the incisions. The Cobb angle was (9.8+/3.3) degrees in post-operation. The kyphosis deformity was corrected 17.2 degrees in thoracolumbar on average (t=-13.48, P<0.01). According to the Frankel neurological functional grade system, 1 case was in grade C, 3 in grade D, and 17 in grade E. CONCLUSION: It is effective for patients with thoracolumbar spinal tuberculosis in correction of spinal kyphosis, reconstruction of the spinal stability and bony fusion by anterior radical debridement with bone graft fusion and posterior pedicle screw-rods system fixation.",https://pubmed.ncbi.nlm.nih.gov/20112583/
PUBMED-0226,PubMed,20073302,,2009,[Combination of intensified anti-tuberculosis with operation for treatment of thoracolumbar tuberculosis].,Zhongguo xiu fu chong jian wai ke za zhi = Zhongguo xiufu chongjian waike zazhi = Chinese journal of reparative and reconstructive surgery,Fu Yu; Huo Hongjun; Xiao Yulong; Yang Xuejun; Xing Wenhua; Zhao Yan,English Abstract; Journal Article,include,符合首轮筛选,"OBJECTIVE: To evaluate the clinical significance of the combination of intensified anti-tuberculosis treatment, posterior transpedicular screw system internal fixation, intertransverse bone grafting, and anterior approach focus debridement for the treatment of thoracolumbar tuberculosis. METHODS: From January 2005 to December 2007, 20 patients with thoracolumbar tuberculosis (T10-L3) were treated. There were 13 males and 7 females aged 21-64 years old (average 44 years old). The course of disease was 3 months to 3 years (average 10 months). The focus involved single vertebrae bodies in 8 cases, two vertebrae bodies in 9 cases, and three vertebrae bodies in 3 cases. The preoperative Cobb angle was 9-35 degrees (average 26.7 degrees). The neurological function was evaluated according to the Frankel grading criterion, there were 2 cases of grade B, 5 of grade C, 7 of grade D, and 6 of grade E. Vertebral body defect index score: 9 cases of 1-2 points, 7 cases of 2-3 points, and 4 cases above 3 points. After receiving the systemic five-drug treatment of anti-tuberculosis for 2-3 weeks, the patients underwent the posterior transpedicular screw system internal fixation and intertransverse bone grafting, and then received tuberculosis focus debridement via anterior approach, nerve decompression, and bone grafting fusion. RESULTS: The time of operation averaged 210 minutes and the mean blood loss during operation was 650 mL. Postoperatively, 2 patients had mild belting sensation in their thorax and 2 patients had mild pneumothorax. Their symptoms relieved 2-3 weeks later without specific treatment. All the patients were followed up for 12-23 months. X-ray films showed that all the patients achieved successful bony fusion 6-18 months after operation, and the Cobb angle was 7-21 degrees (average 15.2 degrees) 12 months after operation without aggravation. The Frankel grading system was used to assess the postoperative neurological function, 1 patient in grade B before operation was improved to grade C after operation, 1 patient in grade B was improved to grade D, 1 patient in grade C was improved to grade D, 4 patients in grade B were improved to grade E, and 7 patients in grade D were improved to grade E. All of the incisions healed and erythrocyte sedimentation rate became normal 2 weeks to 3 months after operation. All the patients showed no obvious abnormity in liver and kidney function. There was no recurrence of tuberculosis. CONCLUSION: It seems that the systemic drug treatment of anti-tuberculosis before and after operation, the thorough debridement of focus during operation, and the effective and reliable way to reconstruct for the spinal stability are the key points for the treatment of spinal tuberculosis.",https://pubmed.ncbi.nlm.nih.gov/20073302/
